timestamp,LOCAL_STATUS,STATUS_REASON,CPU_USAGE_PERCENT,CPU_USER_PERCENT,CPU_SYSTEM_PERCENT,CPU_IDLE_PERCENT,MEM_TOTAL_MB,MEM_FREE_MB,MEM_USED_MB,BUFFERS_MB,CACHED_MB,MEM_USAGE_PERCENT,DHCP_PROCESS_STATUS,DHCP_DATA_STATE,DHCP_V6_STATE,WAN_STATE,WAN_IPV4_ENABLE,WAN_IPV6_ENABLE,WAN_RX_RATE_KBPS,WAN_TX_RATE_KBPS,NET_LATENCY_MS,NET_LATENCY_AVG_5,NET_PING_STATUS,logged_at
2026-04-15T20:43:39,NORMAL,healthy,11,9,1,88,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,49.604,62,OK,2026-04-15T20:43:45.994844
2026-04-15T20:43:50,NORMAL,healthy,4,3,1,95,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,62.999,59,OK,2026-04-15T20:43:57.540114
2026-04-15T20:44:02,NORMAL,healthy,3,2,0,97,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,71.280,61,OK,2026-04-15T20:44:09.132063
2026-04-15T20:44:14,NORMAL,healthy,15,11,3,84,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,67.048,61,OK,2026-04-15T20:44:20.677995
2026-04-15T20:44:25,NORMAL,healthy,10,8,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,5,3,41.468,58,OK,2026-04-15T20:44:32.218694
2026-04-15T20:44:37,NORMAL,healthy,6,4,1,93,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,57.277,59,OK,2026-04-15T20:44:43.762957
2026-04-15T20:44:48,NORMAL,healthy,17,15,2,82,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,45.209,56,OK,2026-04-15T20:44:55.294852
2026-04-15T20:45:00,NORMAL,healthy,7,5,1,92,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,17,2,52.671,52,OK,2026-04-15T20:45:06.843666
2026-04-15T20:45:11,NORMAL,healthy,13,10,3,86,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,7,52.286,49,OK,2026-04-15T20:45:18.388513
2026-04-15T20:45:23,NORMAL,healthy,5,4,0,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,53.484,51,OK,2026-04-15T20:45:29.923039
2026-04-15T20:45:34,NORMAL,healthy,10,8,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,1,48.714,50,OK,2026-04-15T20:45:41.467192
2026-04-15T20:45:46,NORMAL,healthy,52,40,11,47,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,48.388,50,OK,2026-04-15T20:45:53.011023
2026-04-15T20:45:58,NORMAL,healthy,3,2,0,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,45.029,49,OK,2026-04-15T20:46:04.557019
2026-04-15T20:46:09,NORMAL,healthy,17,15,2,82,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,44.667,47,OK,2026-04-15T20:46:16.150687
2026-04-15T20:46:21,NORMAL,healthy,3,2,0,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,2,64.216,49,OK,2026-04-15T20:46:27.697985
2026-04-15T20:46:32,NORMAL,healthy,14,11,2,85,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,54.880,51,OK,2026-04-15T20:46:39.244345
2026-04-15T20:46:44,NORMAL,healthy,11,8,3,88,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,1,71.391,55,OK,2026-04-15T20:46:50.788374
2026-04-15T20:46:55,NORMAL,healthy,34,24,9,65,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,0,72.538,61,OK,2026-04-15T20:47:02.334149
2026-04-15T20:47:07,NORMAL,healthy,4,3,0,95,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,7,5,57.474,63,OK,2026-04-15T20:47:13.879960
2026-04-15T20:47:18,NORMAL,healthy,10,8,1,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,3,41.895,59,OK,2026-04-15T20:47:25.431481
2026-04-15T20:47:30,NORMAL,healthy,14,11,3,85,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,2,61.907,60,OK,2026-04-15T20:47:36.972726
2026-04-15T20:47:41,NORMAL,healthy,7,5,1,92,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,51.360,56,OK,2026-04-15T20:47:48.518311
2026-04-15T20:47:53,NORMAL,healthy,4,3,1,95,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,71.191,56,OK,2026-04-15T20:48:00.086654
2026-04-15T20:48:05,NORMAL,healthy,10,8,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,67.348,58,OK,2026-04-15T20:48:11.649919
2026-04-15T20:48:16,NORMAL,healthy,21,19,1,78,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,44.339,58,OK,2026-04-15T20:48:23.184034
2026-04-15T20:48:28,NORMAL,healthy,4,3,1,95,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,3,3,102.625,67,OK,2026-04-15T20:48:34.726855
2026-04-15T20:48:39,NORMAL,healthy,14,11,1,85,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,61.120,69,OK,2026-04-15T20:48:46.263825
2026-04-15T20:48:51,NORMAL,healthy,8,7,1,91,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,3,5,46.375,64,OK,2026-04-15T20:48:57.801408
2026-04-15T20:49:02,NORMAL,healthy,15,12,2,84,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,1,47.063,60,OK,2026-04-15T20:49:09.347149
2026-04-15T20:49:14,NORMAL,healthy,9,7,2,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,65.300,64,OK,2026-04-15T20:49:20.885928
2026-04-15T20:49:25,NORMAL,healthy,15,13,1,84,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,5,14,54.551,54,OK,2026-04-15T20:49:32.428906
2026-04-15T20:49:37,NORMAL,healthy,2,2,0,97,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,62.508,54,OK,2026-04-15T20:49:43.970493
2026-04-15T20:49:48,NORMAL,healthy,3,2,0,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,49.926,55,OK,2026-04-15T20:49:55.515715
2026-04-15T20:50:00,NORMAL,healthy,12,10,2,87,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,16,1,44.544,54,OK,2026-04-15T20:50:07.057261
2026-04-15T20:50:12,NORMAL,healthy,8,6,1,91,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,47.560,51,OK,2026-04-15T20:50:18.602188
2026-04-15T20:50:23,NORMAL,healthy,10,8,1,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,69.063,54,OK,2026-04-15T20:50:30.141332
2026-04-15T20:50:35,NORMAL,healthy,10,7,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,66.011,55,OK,2026-04-15T20:50:41.677616
2026-04-15T20:50:46,NORMAL,healthy,21,18,2,78,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,61.320,57,OK,2026-04-15T20:50:53.221555
2026-04-15T20:50:58,NORMAL,healthy,5,4,0,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,60.694,60,OK,2026-04-15T20:51:04.764201
2026-04-15T20:51:09,NORMAL,healthy,8,7,1,91,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,58.245,62,OK,2026-04-15T20:51:16.309168
2026-04-15T20:51:21,NORMAL,healthy,5,4,0,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,48.616,58,OK,2026-04-15T20:51:27.853099
2026-04-15T20:51:32,NORMAL,healthy,19,17,2,80,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,67.815,58,OK,2026-04-15T20:51:39.396413
2026-04-15T20:51:44,NORMAL,healthy,9,8,1,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,1,50.274,56,OK,2026-04-15T20:51:50.949890
2026-04-15T20:51:55,NORMAL,healthy,17,13,3,82,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,5,60.302,56,OK,2026-04-15T20:52:02.487504
2026-04-15T20:52:07,NORMAL,healthy,4,2,1,95,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,66.571,58,OK,2026-04-15T20:52:14.033352
2026-04-15T20:52:19,NORMAL,healthy,5,3,1,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,49.773,58,OK,2026-04-15T20:52:25.579852
2026-04-15T20:52:30,NORMAL,healthy,12,10,1,87,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,62.824,57,OK,2026-04-15T20:52:37.133041
2026-04-15T20:52:42,NORMAL,healthy,21,18,3,78,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,52.766,57,OK,2026-04-15T20:52:48.676766
2026-04-15T20:52:53,NORMAL,healthy,3,2,1,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,55.227,56,OK,2026-04-15T20:53:00.220531
2026-04-15T20:53:05,NORMAL,healthy,14,11,2,85,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,59.885,55,OK,2026-04-15T20:53:11.756542
2026-04-15T20:53:16,NORMAL,healthy,10,8,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,4,52.271,56,OK,2026-04-15T20:53:23.301208
2026-04-15T20:53:28,NORMAL,healthy,17,15,2,82,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,54.432,54,OK,2026-04-15T20:53:34.848362
2026-04-15T20:53:39,NORMAL,healthy,9,7,1,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,76.733,59,OK,2026-04-15T20:53:46.401174
2026-04-15T20:53:51,NORMAL,healthy,7,6,1,92,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,44.363,57,OK,2026-04-15T20:53:57.943912
2026-04-15T20:54:02,NORMAL,healthy,21,18,2,78,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,65.705,58,OK,2026-04-15T20:54:09.488606
2026-04-15T20:54:14,NORMAL,healthy,5,4,1,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,6,8,51.142,58,OK,2026-04-15T20:54:21.032793
2026-04-15T20:54:26,NORMAL,healthy,23,19,4,76,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,47.940,56,OK,2026-04-15T20:54:32.580343
2026-04-15T20:54:37,NORMAL,healthy,17,12,5,82,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,50.308,51,OK,2026-04-15T20:54:44.123999
2026-04-15T20:54:49,NORMAL,healthy,3,2,0,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,65.615,55,OK,2026-04-15T20:54:55.668317
2026-04-15T20:55:00,NORMAL,healthy,11,8,2,88,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,16,1,54.837,53,OK,2026-04-15T20:55:07.212619
2026-04-15T20:55:12,NORMAL,healthy,10,7,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,58.027,54,OK,2026-04-15T20:55:18.757642
2026-04-15T20:55:23,NORMAL,healthy,2,1,0,97,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,60.091,57,OK,2026-04-15T20:55:30.303272
2026-04-15T20:55:35,NORMAL,healthy,9,6,2,91,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,49.173,57,OK,2026-04-15T20:55:41.851248
2026-04-15T20:55:46,NORMAL,healthy,9,7,1,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,7,47.182,53,OK,2026-04-15T20:55:53.398349
2026-04-15T20:55:58,WARNING,ping_failed,23,19,3,76,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,NA,53,FAIL,2026-04-15T20:56:05.506284
2026-04-15T20:56:10,NORMAL,healthy,10,8,1,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,46.809,50,OK,2026-04-15T20:56:17.056007
2026-04-15T20:56:22,NORMAL,healthy,7,5,2,92,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,3,63.938,51,OK,2026-04-15T20:56:28.598899
2026-04-15T20:56:33,NORMAL,healthy,51,42,9,48,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,47.147,50,OK,2026-04-15T20:56:40.147429
2026-04-15T20:56:45,NORMAL,healthy,2,1,0,97,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,1,55.729,52,OK,2026-04-15T20:56:51.692160
2026-04-15T20:56:56,NORMAL,healthy,15,11,3,84,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,61.766,54,OK,2026-04-15T20:57:03.236292
2026-04-15T20:57:08,NORMAL,healthy,5,4,1,94,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,46.656,54,OK,2026-04-15T20:57:14.773480
2026-04-15T20:57:19,NORMAL,healthy,9,7,2,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,2,70.073,55,OK,2026-04-15T20:57:26.317427
2026-04-15T20:57:31,NORMAL,healthy,10,8,1,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,67.909,59,OK,2026-04-15T20:57:37.859589
2026-04-15T20:57:42,NORMAL,healthy,14,11,2,85,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,61.303,61,OK,2026-04-15T20:57:49.405078
2026-04-15T20:57:54,NORMAL,healthy,3,2,0,96,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,4,49.491,58,OK,2026-04-15T20:58:00.951201
2026-04-15T20:58:05,NORMAL,healthy,9,7,1,90,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,56.909,60,OK,2026-04-15T20:58:12.496215
2026-04-15T20:58:17,NORMAL,healthy,10,7,2,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,2,64.093,59,OK,2026-04-15T20:58:24.040679
2026-04-15T20:58:29,NORMAL,healthy,17,14,2,82,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,78.530,61,OK,2026-04-15T20:58:35.588795
2026-04-15T20:58:40,NORMAL,healthy,13,11,2,86,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1310,835,87.948,66,OK,2026-04-16T08:26:58.373926
2026-04-16T08:27:03,WARNING,latency_elevated,62,31,30,37,936,576,360,31,103,38,RUNNING,Bound,Bound,UP,1,1,2199,881,407.599,138,OK,2026-04-16T08:27:10.313632
2026-04-16T08:27:15,WARNING,ping_failed,52,24,27,47,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,734,68,NA,159,FAIL,2026-04-16T08:27:22.401236
2026-04-16T08:27:27,WARNING,latency_elevated,53,24,28,46,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,769,35,361.227,233,OK,2026-04-16T08:27:33.931648
2026-04-16T08:27:38,WARNING,latency_elevated,68,35,33,31,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,705,33,727.238,395,OK,2026-04-16T08:27:45.819041
2026-04-16T08:27:50,WARNING,ping_failed,4,3,0,95,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,619,19,NA,498,FAIL,2026-04-16T08:27:57.937299
2026-04-16T08:28:02,WARNING,latency_elevated,6,5,1,94,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,529,23,708.285,598,OK,2026-04-16T08:28:09.687937
2026-04-16T08:28:14,WARNING,latency_elevated,27,19,7,73,936,576,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,817,29,70.589,466,OK,2026-04-16T08:28:21.225244
2026-04-16T08:28:26,WARNING,latency_elevated,13,12,1,86,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,889,24,116.827,405,OK,2026-04-16T08:28:32.747194
2026-04-16T08:28:37,WARNING,latency_elevated,7,6,1,92,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1230,32,237.478,282,OK,2026-04-16T08:28:44.278262
2026-04-16T08:28:49,WARNING,latency_elevated,14,12,2,85,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,898,36,387.325,303,OK,2026-04-16T08:28:55.809162
2026-04-16T08:29:00,WARNING,ping_failed,5,3,0,94,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,539,87,NA,202,FAIL,2026-04-16T08:29:07.858997
2026-04-16T08:29:12,WARNING,latency_elevated,6,5,1,93,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,470,13,664.657,351,OK,2026-04-16T08:29:19.553464
2026-04-16T08:29:24,WARNING,latency_elevated,8,6,1,91,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,899,28,435.748,430,OK,2026-04-16T08:29:31.100669
2026-04-16T08:29:36,WARNING,ping_failed,4,3,1,95,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1183,29,NA,495,FAIL,2026-04-16T08:29:43.212348
2026-04-16T08:29:48,WARNING,latency_elevated,15,12,2,84,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,906,27,59.526,386,OK,2026-04-16T08:29:54.751674
2026-04-16T08:29:59,WARNING,latency_elevated,5,4,1,94,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,886,21,149.043,326,OK,2026-04-16T08:30:06.284980
2026-04-16T08:30:11,WARNING,latency_elevated,16,14,1,83,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1005,21,267.437,227,OK,2026-04-16T08:30:17.815901
2026-04-16T08:30:22,WARNING,latency_elevated,6,5,1,93,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,445,11,110.521,146,OK,2026-04-16T08:30:29.352588
2026-04-16T08:30:34,WARNING,latency_elevated,8,6,1,91,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,617,13,73.966,131,OK,2026-04-16T08:30:40.889984
2026-04-16T08:30:45,WARNING,latency_elevated,3,2,0,96,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,51.832,130,OK,2026-04-16T08:30:52.421164
2026-04-16T08:30:57,NORMAL,healthy,3,3,0,96,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,12,52.894,110,OK,2026-04-16T08:31:03.957773
2026-04-16T08:31:08,NORMAL,healthy,16,12,3,83,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,14,4,137.231,84,OK,2026-04-16T08:31:15.490218
2026-04-16T08:31:20,NORMAL,healthy,4,3,1,95,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,142,14,46.146,71,OK,2026-04-16T08:31:27.024057
2026-04-16T08:31:32,NORMAL,healthy,4,2,1,95,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,0,179.442,93,OK,2026-04-16T08:31:38.613749
2026-04-16T08:31:43,NORMAL,healthy,7,5,1,92,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,10,177.849,118,OK,2026-04-16T08:31:50.173580
2026-04-16T08:31:55,NORMAL,healthy,17,13,3,82,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,4,6,56.086,119,OK,2026-04-16T08:32:01.719789
2026-04-16T08:32:06,NORMAL,healthy,3,2,0,96,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,16,9,51.963,101,OK,2026-04-16T08:32:13.260137
2026-04-16T08:32:18,NORMAL,healthy,8,7,1,91,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,1,53.503,103,OK,2026-04-16T08:32:24.803864
2026-04-16T08:32:29,NORMAL,healthy,12,9,3,87,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,41.385,75,OK,2026-04-16T08:32:36.346146
2026-04-16T08:32:41,NORMAL,healthy,22,19,2,78,936,577,358,31,104,38,RUNNING,Bound,Bound,UP,1,1,0,0,58.995,51,OK,2026-04-16T08:32:47.885416
2026-04-16T08:32:52,NORMAL,healthy,25,18,7,74,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,57.171,52,OK,2026-04-16T08:32:59.427880
2026-04-16T08:33:04,NORMAL,healthy,8,6,1,91,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,8,61.182,54,OK,2026-04-16T08:33:10.970588
2026-04-16T08:33:15,NORMAL,healthy,3,2,1,96,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,1,103.173,64,OK,2026-04-16T08:33:22.509852
2026-04-16T08:33:27,NORMAL,healthy,7,5,1,93,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,2,50.176,65,OK,2026-04-16T08:33:34.046089
2026-04-16T08:33:39,NORMAL,healthy,16,12,3,83,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,44.328,63,OK,2026-04-16T08:33:45.600140
2026-04-16T08:33:50,NORMAL,healthy,3,2,0,96,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,53.820,62,OK,2026-04-16T08:33:57.140737
2026-04-16T08:34:02,NORMAL,healthy,3,2,1,96,936,577,358,31,104,38,RUNNING,Bound,Bound,UP,1,1,2,4,73.819,64,OK,2026-04-16T08:34:08.671938
2026-04-16T08:34:13,NORMAL,healthy,3,2,0,96,936,577,358,31,104,38,RUNNING,Bound,Bound,UP,1,1,0,0,39.041,51,OK,2026-04-16T08:34:20.238313
2026-04-16T08:34:25,NORMAL,healthy,9,7,2,91,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,1,3,47.881,51,OK,2026-04-16T08:34:31.776653
2026-04-16T08:34:36,NORMAL,healthy,18,15,3,81,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,45.273,51,OK,2026-04-16T08:34:43.315501
2026-04-16T08:34:48,NORMAL,healthy,2,1,0,98,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,3,82.928,57,OK,2026-04-16T08:34:54.858362
2026-04-16T08:34:59,NORMAL,healthy,15,11,3,84,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,2,50.501,52,OK,2026-04-16T08:35:06.388793
2026-04-16T08:35:11,NORMAL,healthy,20,18,2,79,936,577,358,31,104,38,RUNNING,Bound,Bound,UP,1,1,0,9,50.964,54,OK,2026-04-16T08:35:17.936234
2026-04-16T08:35:22,NORMAL,healthy,11,8,1,88,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,2,2,54.345,56,OK,2026-04-16T08:35:29.479043
2026-04-16T08:35:34,NORMAL,healthy,9,7,1,90,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,2,2,50.357,57,OK,2026-04-16T08:35:41.023790
2026-04-16T08:35:46,NORMAL,healthy,4,3,0,95,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,0,68.357,54,OK,2026-04-16T08:35:52.565961
2026-04-16T08:35:57,NORMAL,healthy,9,9,0,90,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,0,1,46.878,53,OK,2026-04-16T08:36:04.110255
2026-04-16T08:36:09,NORMAL,healthy,12,8,3,87,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,4,3,65.571,56,OK,2026-04-16T08:36:15.657179
